tokenID,name,description,file_name,attributes[Background],attributes[Skin],attributes[Type],attributes[Status],attributes[Body],attributes[Mouth],attributes[Eyes],attributes[Head],attributes[Special],attributes[Legend]
2908,Squig #2908,"4,444 Creatures from another world come to observe and imitate Humans.",2908.png,Purple Splash,Brown,Squig,Reloaded,Black Tank,Afraid,Angry Cyclops,Green Beanie,None,
2909,Squig #2909,"4,444 Creatures from another world come to observe and imitate Humans.",2909.png,Light Blue Splash,Brown Elf,Squig Elf,Reloaded,White Army Tee,Afraid,Angry Cyclops,Nurse,None,
2910,Squig #2910,"4,444 Creatures from another world come to observe and imitate Humans.",2910.png,Orange Splash,Dark Brown Elf,Squig Elf,Reloaded,Varisty Blue,Sad,Cyclops,Mountie,None,
2911,Squig #2911,"4,444 Creatures from another world come to observe and imitate Humans.",2911.png,Pink Splash,Brown,Squig,Reloaded,Cowboy Red,Smile,Angry Cyclops Lashes,Yellow Bowl,Gold Earring,
2912,Squig #2912,"4,444 Creatures from another world come to observe and imitate Humans.",2912.png,Pink,Amphibian Green,Amphibian,Reloaded,Ugly Side of the Moon,Neutral,Angry Cyclops Lashes,White Bowl,None,
2913,Squig #2913,"4,444 Creatures from another world come to observe and imitate Humans.",2913.png,Pink Boom,Purple Elf,Squig Elf,Reloaded,Ugly Lifeguard,Smile,Cyclops,Afro Brown,Nouns Glasses,
2914,Squig #2914,"4,444 Creatures from another world come to observe and imitate Humans.",2914.png,Grey,Green,Squig,Reloaded,Naked,Smile,Triple Lashes,Afro Brown,Gold Earring,
2915,Squig #2915,"4,444 Creatures from another world come to observe and imitate Humans.",2915.png,Pink,Green,Squig,Reloaded,Purple Tee,Afraid,Cyclops Lashes,Blonde Hair Bandana,Sad Necklace,
2916,Squig #2916,"4,444 Creatures from another world come to observe and imitate Humans.",2916.png,Yellow Boom,Crystal Elf,Squig Elf,Reloaded,Fisherman Multi,Tape,Bionic,Mountie,Yellow Laser,
2917,Squig #2917,"4,444 Creatures from another world come to observe and imitate Humans.",2917.png,Orange,Beige,Squig,Reloaded,Baseball Jersey Blue,Smile,Cyclops Lashes,Green Mountie,Smile Necklace,
2918,Squig #2918,"4,444 Creatures from another world come to observe and imitate Humans.",2918.png,Grey Boom,Beige,Squig,Reloaded,Fisherman Multi,Neutral,Angry Triple Lashes,Cowboy,None,
2919,Squig #2919,"4,444 Creatures from another world come to observe and imitate Humans.",2919.png,Pink,Dark Brown Elf,Squig Elf,Reloaded,Super Ugly,Afraid,Angry Triple,Bandana,None,
2920,Squig #2920,"4,444 Creatures from another world come to observe and imitate Humans.",2920.png,Light Blue Splash,Brown Elf,Squig Elf,Reloaded,'67 Jersey,Oh,Angry Triple,Afro Blonde,None,
2921,Squig #2921,"4,444 Creatures from another world come to observe and imitate Humans.",2921.png,Light Blue Boom,Beige,Squig,Reloaded,Flowers Overalls,Toothless,Suspect Cyclops,Blonde Pigtails,Ugly Necklace,
2922,Squig #2922,"4,444 Creatures from another world come to observe and imitate Humans.",2922.png,Yellow Boom,Purple,Squig,Reloaded,Pink Surf Lycra,Smile,Cyclops Lashes,Watermelon Bucket,Gold Earring,
2923,Squig #2923,"4,444 Creatures from another world come to observe and imitate Humans.",2923.png,Light Blue Splash,Beige Elf,Squig Elf,Reloaded,Ugly Scene,Oh,Triple,White Cowboy,Nouns Glasses,
2924,Squig #2924,"4,444 Creatures from another world come to observe and imitate Humans.",2924.png,Pink Boom,Beige,Squig,Reloaded,Born Ugly Tank,Oh,Cyclops,Yellow Sunhat,None,
2925,Squig #2925,"4,444 Creatures from another world come to observe and imitate Humans.",2925.png,Sky,Amphibian Green,Amphibian,Reloaded,Black Sweat,Mustache,Angry Triple,Green Ugly Cap,None,
2926,Squig #2926,"4,444 Creatures from another world come to observe and imitate Humans.",2926.png,Purple Boom,Purple,Squig,Reloaded,Born Ugly Tank Yellow,Sad,Angry Triple,Green Mountie,Gold Earring,
2927,Squig #2927,"4,444 Creatures from another world come to observe and imitate Humans.",2927.png,Purple Boom,Green,Squig,Reloaded,Varisty Blue,Neutral,Angry Triple Lashes,Giant Mountie,None,
2928,Squig #2928,"4,444 Creatures from another world come to observe and imitate Humans.",2928.png,Yellow Boom,Crystal,Squig,Reloaded,White Tank,Oh,Triple,Mono Pigtail,Ugly Necklace,
2929,Squig #2929,"4,444 Creatures from another world come to observe and imitate Humans.",2929.png,Grey Splash,Dark Zombie,Zombie,Reloaded,Naked,Sewn,Cyclops,Blonde Hair Bandana,None,
2930,Squig #2930,"4,444 Creatures from another world come to observe and imitate Humans.",2930.png,Grey Boom,Beige,Squig,Reloaded,Black Tank,Sewn,Cyclops Lashes,Blonde Pigtails,None,
2931,Squig #2931,"4,444 Creatures from another world come to observe and imitate Humans.",2931.png,Pink,Purple,Squig,Reloaded,Futuristic Armor,Ball Gag,Angry Triple,Green Ugly Cap,None,
2932,Squig #2932,"4,444 Creatures from another world come to observe and imitate Humans.",2932.png,Green,Purple,Squig,Reloaded,White Tank,Open,Cyclops,Pink Sunhat,Ugly Necklace,
2933,Squig #2933,"4,444 Creatures from another world come to observe and imitate Humans.",2933.png,Orange,Brown Elf,Squig Elf,Reloaded,Baseball Jersey Red,Tongue,Angry Cyclops Lashes,Blonde Hair Bandana,Gold Earring,
2934,Squig #2934,"4,444 Creatures from another world come to observe and imitate Humans.",2934.png,Green Boom,Brown Elf,Squig Elf,Reloaded,'67 Jersey,Neutral,Cyclops Lashes,Golf,None,
2935,Squig #2935,"4,444 Creatures from another world come to observe and imitate Humans.",2935.png,Orange Boom,Dark Brown,Squig,Reloaded,Ugly Varsity Purple,Afraid,Cyclops,Pot Head,Nouns Glasses,
2936,Squig #2936,"4,444 Creatures from another world come to observe and imitate Humans.",2936.png,Green Boom,Brown,Squig,Reloaded,XRay Tee,Smile,Cyclops,Black Cap,None,
2937,Squig #2937,"4,444 Creatures from another world come to observe and imitate Humans.",2937.png,Light Blue Boom,Dark Zombie,Zombie,Reloaded,Blue Surf Lycra,Gold Giant Tongue,Angry Cyclops,Lemon Sunhat,None,
2938,Squig #2938,"4,444 Creatures from another world come to observe and imitate Humans.",2938.png,Orange,Purple Elf,Squig Elf,Reloaded,Flowers Shirt,Oh,Angry Cyclops,Dread Cap,None,
2939,Squig #2939,"4,444 Creatures from another world come to observe and imitate Humans.",2939.png,Orange Splash,Beige Elf,Squig Elf,Reloaded,Varisty Blue,Duck,Angry Triple,Brown Mullet,None,
2940,Squig #2940,"4,444 Creatures from another world come to observe and imitate Humans.",2940.png,Orange Splash,Dark Brown,Squig,Reloaded,Cowboy Green,Sad,Angry Triple,Brown Pigtails,None,
2941,Squig #2941,"4,444 Creatures from another world come to observe and imitate Humans.",2941.png,Orange Splash,Brown,Squig,Reloaded,420 Shirt,Mustache,Bionic,Afro Brown,None,
2942,Squig #2942,"4,444 Creatures from another world come to observe and imitate Humans.",2942.png,Orange,Purple,Squig,Reloaded,Borat,Neutral,Cyclops Lashes,Green Beanie,None,
2943,Squig #2943,"4,444 Creatures from another world come to observe and imitate Humans.",2943.png,Yellow Boom,Dark Brown Elf,Squig Elf,Reloaded,Dog Tank,Sad,Bionic,Bow,None,
2944,Squig #2944,"4,444 Creatures from another world come to observe and imitate Humans.",2944.png,Yellow Splash,Brown,Squig,Reloaded,Blue Tracksuit,Sewn,Angry Triple Lashes,Hockey Helmet,None,
2945,Squig #2945,"4,444 Creatures from another world come to observe and imitate Humans.",2945.png,Light Blue,Dark Brown,Squig,Reloaded,Dog Tank,Afraid,Angry Triple Lashes,Boxing,None,
2946,Squig #2946,"4,444 Creatures from another world come to observe and imitate Humans.",2946.png,Pink,Green,Squig,Reloaded,Green Tee,Sad,Cyclops Lashes,Ugly Pale Ale,None,
2947,Squig #2947,"4,444 Creatures from another world come to observe and imitate Humans.",2947.png,Light Blue Splash,Beige,Squig,Reloaded,Baseball Jersey Red,Sad,Angry Triple,Gold Construction Cone,None,
2948,Squig #2948,"4,444 Creatures from another world come to observe and imitate Humans.",2948.png,Pink,Brown Elf,Squig Elf,Reloaded,Yellow Puffy,Afraid,Bionic Lashes,White Donuts,Yellow Laser,
2949,Squig #2949,"4,444 Creatures from another world come to observe and imitate Humans.",2949.png,Grey,Green,Squig,Reloaded,Flowers Overalls,Tape,Triple,Parted,None,
2950,Squig #2950,"4,444 Creatures from another world come to observe and imitate Humans.",2950.png,Orange Splash,Beige Elf,Squig Elf,Reloaded,Blue Overalls,Afraid,Eye Patch,Blonde Pigtails,None,
2951,Squig #2951,"4,444 Creatures from another world come to observe and imitate Humans.",2951.png,Green Boom,Dark Brown Elf,Squig Elf,Reloaded,Black Tank,Sad,Sleepy Triple,Bandana,None,
2952,Squig #2952,"4,444 Creatures from another world come to observe and imitate Humans.",2952.png,Orange Splash,Green,Squig,Reloaded,Ugly Long Tee,Tape,Cyclops Lashes,Yellow Bowl,Sad Necklace,
2953,Squig #2953,"4,444 Creatures from another world come to observe and imitate Humans.",2953.png,Green,Amphibian Green,Amphibian,Reloaded,Black Jacket,Toothless,Cyclops Lashes,Yellow Punk,None,
2954,Squig #2954,"4,444 Creatures from another world come to observe and imitate Humans.",2954.png,Purple Boom,Beige Elf,Squig Elf,Reloaded,Black Tee,Oh,Triple,White Bowl,None,
2955,Squig #2955,"4,444 Creatures from another world come to observe and imitate Humans.",2955.png,Purple Splash,Purple,Squig,Reloaded,Born Ugly Tank,Ball Gag,Suspect Cyclops,Yellow Sunhat,None,
2956,Squig #2956,"4,444 Creatures from another world come to observe and imitate Humans.",2956.png,Purple Portal,Dark Brown,Squig,Reloaded,Multi Overalls,Tongue,Surgery Lashes,Buoy,None,
2957,Squig #2957,"4,444 Creatures from another world come to observe and imitate Humans.",2957.png,Grey Boom,Zombie,Zombie,Reloaded,Purple Tee,Giant Tongue,Triple,Green Ugly Cap,Gold Earring,
2958,Squig #2958,"4,444 Creatures from another world come to observe and imitate Humans.",2958.png,Green Splash,Dark Brown,Squig,Reloaded,Yellow Pink Polo,Oh,Angry Cyclops Lashes,Green Beanie,Multi Earring,
2959,Squig #2959,"4,444 Creatures from another world come to observe and imitate Humans.",2959.png,Grey Boom,Crystal Elf,Squig Elf,Reloaded,Black Sweat,Smile,Angry Triple Lashes,Night Vision,None,
2960,Squig #2960,"4,444 Creatures from another world come to observe and imitate Humans.",2960.png,Light Blue,Brown Elf,Squig Elf,Reloaded,Varisty Blue,Smile,Angry Cyclops Lashes,Fast Food Visor,None,
2961,Squig #2961,"4,444 Creatures from another world come to observe and imitate Humans.",2961.png,Purple Portal,Dark Brown,Squig,Reloaded,Pink Surf Lycra,Neutral,Bionic,Ugly Black Cap,None,
2962,Squig #2962,"4,444 Creatures from another world come to observe and imitate Humans.",2962.png,Green,Amphibian Purple,Amphibian,Reloaded,White Suit,Tape,Anger Cyclops,Yellow Punk,None,
2963,Squig #2963,"4,444 Creatures from another world come to observe and imitate Humans.",2963.png,Pink Boom,Purple,Squig,Reloaded,420 Shirt,Smile,Triple,Afro Brown,Monocle,
2964,Squig #2964,"4,444 Creatures from another world come to observe and imitate Humans.",2964.png,Light Blue,Dark Brown Elf,Squig Elf,Reloaded,Flowers Overalls,Smile,Cyclops Lashes,Yellow Bowl,Sad Necklace,
2965,Squig #2965,"4,444 Creatures from another world come to observe and imitate Humans.",2965.png,Green Portal,Purple,Squig,Reloaded,Green Polo,Neutral,Surgery,Parted,None,
2966,Squig #2966,"4,444 Creatures from another world come to observe and imitate Humans.",2966.png,Light Blue,Beige,Squig,Reloaded,Naked,Open,Cyclops,Pink Bowl,Ugly Necklace,
2967,Squig #2967,"4,444 Creatures from another world come to observe and imitate Humans.",2967.png,Yellow Splash,Brown Elf,Squig Elf,Reloaded,White Tee,Smile,Triple,Mono Pigtail,None,
2968,Squig #2968,"4,444 Creatures from another world come to observe and imitate Humans.",2968.png,Purple,Dark Brown,Squig,Reloaded,Native Shirt,Ball Gag,Angry Cyclops,Pink Sunhat,None,
2969,Squig #2969,"4,444 Creatures from another world come to observe and imitate Humans.",2969.png,Orange Boom,Dark Zombie,Zombie,Reloaded,Blue Overalls,Neutral,Triple,Grey Boom Bucket,None,
2970,Squig #2970,"4,444 Creatures from another world come to observe and imitate Humans.",2970.png,,,,Reloaded,,,,,,Green Slime
2971,Squig #2971,"4,444 Creatures from another world come to observe and imitate Humans.",2971.png,Pink Splash,Purple,Squig,Reloaded,Ugly Lifeguard,Smile,Sleepy Triple,Mono Pigtail,None,
2972,Squig #2972,"4,444 Creatures from another world come to observe and imitate Humans.",2972.png,Green Splash,Beige,Squig,Reloaded,Red Tracksuit,Smile,Triple,Hockey Helmet,None,
2973,Squig #2973,"4,444 Creatures from another world come to observe and imitate Humans.",2973.png,Pink,Green,Squig,Reloaded,Blue Surf Lycra,Open,Surgery Lashes,Cowboy,None,
2974,Squig #2974,"4,444 Creatures from another world come to observe and imitate Humans.",2974.png,Yellow Boom,Brown,Squig,Reloaded,Red Tracksuit,Giant Iridescent Tongue,Sleepy Triple,Parted,None,
2975,Squig #2975,"4,444 Creatures from another world come to observe and imitate Humans.",2975.png,Pink Boom,Brown,Squig,Reloaded,Purple Transparent Shirt,Open,Bionic Lashes,Parted,None,
2976,Squig #2976,"4,444 Creatures from another world come to observe and imitate Humans.",2976.png,Yellow Splash,Amphibian Purple,Amphibian,Reloaded,Purple Tee,Open,Sleepy Triple,Purple Punk,None,
2977,Squig #2977,"4,444 Creatures from another world come to observe and imitate Humans.",2977.png,Light Blue Portal,Zombie,Zombie,Reloaded,Prison,Neutral,Cyclops,Blonde Hair Bandana,None,
2978,Squig #2978,"4,444 Creatures from another world come to observe and imitate Humans.",2978.png,Yellow Boom,Purple,Squig,Reloaded,Black Tee,Sad,Angry Triple,Bunny Mask,Weed Necklace,
2979,Squig #2979,"4,444 Creatures from another world come to observe and imitate Humans.",2979.png,Pink Boom,Beige,Squig,Reloaded,White Tee,Neutral,Angry Cyclops,Purple Punk,None,
2980,Squig #2980,"4,444 Creatures from another world come to observe and imitate Humans.",2980.png,Green Boom,Brown,Squig,Reloaded,Black Tank,Open,Sleepy Triple,Pink Beanie,E cigarette,
2981,Squig #2981,"4,444 Creatures from another world come to observe and imitate Humans.",2981.png,Yellow Splash,Amphibian Purple,Amphibian,Reloaded,Dog Tank,Duck,Sleepy Triple,Fresh Cut,None,
2982,Squig #2982,"4,444 Creatures from another world come to observe and imitate Humans.",2982.png,Orange Portal,Brown,Squig,Reloaded,White Tee Red Bandana,Afraid,Triple,Green Mountie,None,
2983,Squig #2983,"4,444 Creatures from another world come to observe and imitate Humans.",2983.png,Light Blue,Gold,Squig,Reloaded,White Tank,Open,Angry Triple Lashes,Purple Punk,None,
2984,Squig #2984,"4,444 Creatures from another world come to observe and imitate Humans.",2984.png,Grey,Purple,Squig,Reloaded,Dog Tank,Neutral,Cyclops Lashes,Black Cap,Sad Necklace,
2985,Squig #2985,"4,444 Creatures from another world come to observe and imitate Humans.",2985.png,Purple,Brown,Squig,Reloaded,PAAF Tee,Toothless,Suspect Cyclops,Yellow Sunhat,None,
2986,Squig #2986,"4,444 Creatures from another world come to observe and imitate Humans.",2986.png,Light Blue Boom,Crystal,Squig,Reloaded,Varsity Green,Sad,Triple,Parted,None,
2987,Squig #2987,"4,444 Creatures from another world come to observe and imitate Humans.",2987.png,Grey,Brown,Squig,Reloaded,Red Tracksuit,Giant Tongue,Angry Cyclops,Yellow Punk,None,
2988,Squig #2988,"4,444 Creatures from another world come to observe and imitate Humans.",2988.png,Green Splash,Amphibian Green,Amphibian,Reloaded,Purple Transparent Shirt,Smile,Anger Cyclops,I Need TP,None,
2989,Squig #2989,"4,444 Creatures from another world come to observe and imitate Humans.",2989.png,Pink Splash,Zombie,Zombie,Reloaded,Black Sweat,Blue Tongue,Angry Cyclops Lashes,Dread Cap,None,
2990,Squig #2990,"4,444 Creatures from another world come to observe and imitate Humans.",2990.png,Purple Splash,Purple Elf,Squig Elf,Reloaded,Black Tee Yellow Bandana,Sad,Angry Cyclops Lashes,White Backwards Cap,None,
2991,Squig #2991,"4,444 Creatures from another world come to observe and imitate Humans.",2991.png,Light Blue Boom,Dark Robot,Robot,Reloaded,Purple Transparent Shirt,Afraid,Bionic,Flowers,None,
2992,Squig #2992,"4,444 Creatures from another world come to observe and imitate Humans.",2992.png,Grey Portal,Amphibian Red,Amphibian,Reloaded,Yellow Pink Polo,Afraid,Angry Triple,Bald,None,
2993,Squig #2993,"4,444 Creatures from another world come to observe and imitate Humans.",2993.png,Green,Beige Elf,Squig Elf,Reloaded,Blue Tracksuit,Futuristic Mask,Angry Triple Lashes,Purr Paw,None,
2994,Squig #2994,"4,444 Creatures from another world come to observe and imitate Humans.",2994.png,Orange Splash,Green Elf,Squig Elf,Reloaded,Baseball Jersey Blue,Afraid,Cyclops,White Bowl,Dino,
2995,Squig #2995,"4,444 Creatures from another world come to observe and imitate Humans.",2995.png,Green Boom,Beige,Squig,Reloaded,XRay Tee,Afraid,Angry Triple,Watermelon Bucket,None,
2996,Squig #2996,"4,444 Creatures from another world come to observe and imitate Humans.",2996.png,Purple,Dark Zombie,Zombie,Reloaded,Super Naked,Neutral,Triple,Brown Hair Bandana,None,
2997,Squig #2997,"4,444 Creatures from another world come to observe and imitate Humans.",2997.png,Green Boom,Purple,Squig,Reloaded,Black Tee Yellow Bandana,Toothless,Angry Cyclops Lashes,Brain Bucket,None,
2998,Squig #2998,"4,444 Creatures from another world come to observe and imitate Humans.",2998.png,Orange Splash,Dark Zombie,Zombie,Reloaded,Cowboy Green,Neutral,Angry Triple Lashes,Visor With Hair,Multi Earring,
2999,Squig #2999,"4,444 Creatures from another world come to observe and imitate Humans.",2999.png,Light Blue Portal,Beige,Squig,Reloaded,Blue Surf Lycra,Neutral,Bionic,Visor With Hair,None,
3000,Squig #3000,"4,444 Creatures from another world come to observe and imitate Humans.",3000.png,Grey,Brown Elf,Squig Elf,Reloaded,Iridescent Puffy,Neutral,Cyclops,Pink Beanie,None,
3001,Squig #3001,"4,444 Creatures from another world come to observe and imitate Humans.",3001.png,Grey,Beige Elf,Squig Elf,Reloaded,Blue Surf Lycra,Blue Tongue,Angry Triple Lashes,Green Cap,None,
3002,Squig #3002,"4,444 Creatures from another world come to observe and imitate Humans.",3002.png,Pink,Beige,Squig,Reloaded,Baseball Jersey Red,Oh,Triple Lashes,Hockey Helmet,None,
